typ;utförande;tjocklek_mm;bredd_mm;hållfasthetsklass;sorteringsklass;längd_mm;antal;källa
artikel;hyvlat;34;95;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;95;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;120;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;34;145;C24;T2;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;9600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C16;;10200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;2400;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;2700;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;3000;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;3300;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;3600;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;3900;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;4200;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;4500;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;4800;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;5100;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;5400;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;5700;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;6000;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;6600;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;7200;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;7800;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;8400;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;9000;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;9600;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;45;C24;T2;10200;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;2400;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;2700;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;3000;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;3300;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;3600;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;3900;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;4200;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;4500;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;4800;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;5100;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;5400;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;5700;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;6000;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;6600;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;7200;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;7800;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;8400;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;9000;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;9600;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;70;C24;T2;10200;70;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;2400;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;2700;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;3000;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;3300;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;3600;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;3900;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;4200;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;4500;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;4800;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;5100;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;5400;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;5700;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;6000;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;6600;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;7200;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;7800;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;8400;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;9000;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;9600;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C16;;10200;130;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;2400;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;2700;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;3000;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;3300;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;3600;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;3900;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;4200;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;4500;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;4800;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;5100;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;5400;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;5700;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;6000;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;6600;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;7200;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;7800;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;8400;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;9000;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;9600;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;95;C24;T2;10200;40;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;2400;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;2700;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;3000;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;3300;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;3600;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;3900;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;4200;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;4500;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;4800;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;5100;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;5400;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;5700;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;6000;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;6600;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;7200;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;7800;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;8400;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;9000;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;9600;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;120;C24;T2;10200;90;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;2400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;2700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;3000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;3300;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;3600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;3900;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;4200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;4500;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;4800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;5100;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;5400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;5700;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;6000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;6600;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;7200;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;7800;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;8400;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
artikel;hyvlat;45;145;C16;;9000;20;Påhittat lager (Har allt brädgård), tvärsnitt och klasser enligt svenskt_tra_virkessortiment.csv
